OBJECTID,Shape,SeepID,Date,Seep_Name,Latitude,Longitude,Clay_Layer_Presence,Clay_Layer_Depth__cm,Temperature,Conductivity_mScm,Salinity,DO,DOmgL,pH,Water_Presence,Flowing_Water,Blackened_Leaves,Visible_Exit,Phosphates_ppm,Nitrates_ppm,Radon__Bq_m3,Stygobromus,Crangonyx,Caecidotea_kenki,Caecidotea_jeffersoni,Caecidotea_sp__Unknown,Fontigens,Inhabitants,Species_identified,PARKNAME,Notes,ORIG_LABEL,SGMC_LABEL,UNIT_LINK,UNIT_AGE,ROCKTYPE1,ROCKTYPE2,AWC,CLAY,KFFACT,OM,PERM,THICK,HYGRP,DRAIN,LL,IFHYDRIC,AFLDFREQ,Precipmm,Snowfallmm,Snowdepthmm,MaxtempC,MintempC,ElevationM,SlopeDegree,TWetnessI,SEEP_DIST,INHAB_DIST,ROAD_FID,ROAD_DIST,TRAIL_FID,TRAIL_DIST,OUTFALL_FID,OUTFALL_DIST,IMPERV_DIST,BORDER_FID,BORDER_DIST,BORDER_FEAT,radius,area_circ,compactness,core_area,core_per,neighbor_d,Seeps_per_m2,Proportion_Inhab,Count_Species_inpatch,Seepsperpatch,Count_Inhab_inpatch,Is_Calvert,Is_Upland,Is_Water,Is_Potomac,Is_Lowland,SoilC_FAC1,SoilC_FAC2,SoilC_FAC3,SoilC_FAC4,SoilC_FAC5,SoilC_FAC6,Rock1_gravel,Rock1_sand,Rock1_water,Rock2_none,Rock2_clayormud,Rock2_sand,Bin_hotspot,Bin_inhabited
87,Point,NACE126,12/1/2016,T17-7 Site 1,38.854987,-76.977141,N,<Null>,13.12,0.515,0.33,10.9,1.14,7.32,Y,Y,Y,Y,-10.306,0.055,13477.93,0,0,0,0,0,0,0,<Null>,FORT CIRCLE PARK,"No clay , but coned only get down 10 cm. Ran into rock/gravel . Sediment very rocky. Collected. Could be seep or rain water. Lots of iron in the water.",QTu,QTu;5,Upland Deps WS,Quaternary,gravel,sand,.13,26.7,.26,.4,2.33,59.8,2.7,3.5,34.1,.1,3.8,2.5,0,0,18.9,13.3,65.48,32.10191,6.412803,176.005412,176.005412,2095,53.570645,5,206.532569,73,89.075649,53.570645,26,14.335542,NatParkBorders,734.227023,1693597.622816,.076362,93184.311951,2934.274421,11.78397,2.3E-005,.666667,1,3,2,0,1,0,0,0,-.827780146391282,.932845173004755,-.102419508096087,.0477703767891292,.210318811541399,-2.1990854293108E-007,1,0,0,0,0,1,0,0
88,Point,NACE127,12/6/2016,T17-7 Site 2,38.855196,-76.975155,Y,0,9.92,0.42,0.29,7.9,0.9,7.68,Y,N,Y,N,-11.795,0.335,<Null>,0,1,0,0,0,0,1,4 Crangonyx shomakeri.,FORT STANTON PARK,Clay on the top; revisted on 2.25.19 and collected radon,QTu,QTu;5,Upland Deps WS,Quaternary,gravel,sand,.13,26.7,.26,.4,2.33,59.8,2.7,3.5,34.1,.1,3.8,6.9,0,0,7.8,2.2,75.293,21.00686,3.496278,72.748198,0,2122,94.283028,5,163.663043,546,144.638099,39.6532,26,6.594281,NatParkBorders,734.227023,1693597.622816,.076362,93184.311951,2934.274421,11.78397,2.3E-005,.666667,1,3,2,0,1,0,0,0,-.827780146391282,.932845173004755,-.102419508096087,.0477703767891292,.210318811541399,-2.1990854293108E-007,1,0,0,0,0,1,0,1
89,Point,NACE141,1/10/2017,T18-9 Site 1,38.859353,-76.974732,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,0,0,0,0,<Null>,FORT CIRCLE PARK,WE DID NOT SAMPLE HERE,Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.11,19.8,.3,.4,3.99,77.8,2.9,3.6,25.9,.1,3.8,0,0,0,-5.6,-10,57.668,24.80139,4.24632,112.970363,145.495174,2237,83.438686,5,56.652645,544,64.955043,57.856406,29,49.881301,NatParkBorders,3336.479848,34972487.053075,.016303,445887.225215,7895.410696,11.78397,5.8E-005,.242424,3,33,8,0,0,0,1,0,.186246464006815,-1.04314517528022,-.0859027806960936,.113601494938897,.56043526013831,-2.40164808928967E-007,1,0,0,0,0,1,0,0
90,Point,NACE130,12/13/2016,T17-5 Site 2,38.859755,-76.976602,Y,14,8.63,0.211,0.15,49.4,5.72,5.73,Y,Y,Y,Y,1.274,0.657,<Null>,1,0,0,0,0,0,1,1 Stygobromus (sent to Hobson),FORT STANTON PARK,"Dark, thick clay layer plus sediment on the top; revisted on 2.18.19 to collect radon. Big metal pieces in the middle of the seep. Water coming out of wall of stream. We looked for animals on 2.25.19 but didn't find any.",Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.11,19.8,.3,.4,3.99,77.8,2.9,3.6,25.9,.1,3.8,4.8,0,0,6.7,-2.2,51.618,7.666733,3.774792,29.098949,0,2551,90.054955,5,113.089597,544,195.531242,90.054988,36,97.328984,NatParkBorders,3336.479848,34972487.053075,.016303,445887.225215,7895.410696,11.78397,5.8E-005,.242424,3,33,8,0,0,0,1,0,.186246464006815,-1.04314517528022,-.0859027806960936,.113601494938897,.56043526013831,-2.40164808928967E-007,1,0,0,0,0,1,0,1
91,Point,NACE129,12/13/2016,T17-5 Site 1,38.859861,-76.976476,Y,5,7.99,0.212,0.15,54.2,6.37,4.82,Y,Y,Y,Y,65.129,1.774,518.67,0,0,0,0,0,0,0,<Null>,FORT STANTON PARK,<Null>,Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.11,19.8,.3,.4,3.99,77.8,2.9,3.6,25.9,.1,3.8,4.8,0,0,6.7,-2.2,50.718,19.45382,6.412803,0,0,2551,81.192527,5,110.872963,544,199.931405,81.192527,36,106.568271,NatParkBorders,3336.479848,34972487.053075,.016303,445887.225215,7895.410696,11.78397,5.8E-005,.242424,3,33,8,0,0,0,1,0,.186246464006815,-1.04314517528022,-.0859027806960936,.113601494938897,.56043526013831,-2.40164808928967E-007,1,0,0,0,0,1,0,0
92,Point,NACE131,12/15/2016,T17-5 Site 3,38.859813,-76.976495,N,<Null>,5.75,0.289,0.22,61,7.63,5,Y,Y,Y,Y,22.945,0.902,<Null>,1,0,0,0,0,0,1,1 Stygobromus (sent to Hobson),FORT STANTON PARK,very rocky stream bed. Went 16 cm down but couldn't collect any clay. Revisted on 2.18.19 and collected radon. Close to massive circular drainage.,Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.11,19.8,.3,.4,3.99,77.8,2.9,3.6,25.9,.1,3.8,0,0,0,7.8,2.8,50.718,19.45382,6.412803,0,0,2551,81.192527,5,110.872963,544,199.931405,81.192527,36,106.568271,NatParkBorders,3336.479848,34972487.053075,.016303,445887.225215,7895.410696,11.78397,5.8E-005,.242424,3,33,8,0,0,0,1,0,.186246464006815,-1.04314517528022,-.0859027806960936,.113601494938897,.56043526013831,-2.40164808928967E-007,1,0,0,0,0,1,0,1
93,Point,NACE133,12/22/2016,T17-5 Site 5,38.860103,-76.976434,Y,0,6.9,0.264,0.19,39.6,4.82,6.92,Y,Y,Y,Y,-11.464,1.337,<Null>,0,0,0,0,0,0,0,<Null>,FORT STANTON PARK,CLAY ON SURFACE 10 CM DOWN; revisted on 2.18.19 to collect radon. In stream ravine next to site 6 and 7.,Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.11,19.8,.3,.4,3.99,77.8,2.9,3.6,25.9,.1,3.8,0,0,0,2.8,-5,46.506,21.13762,3.774792,20.326163,20.326163,2551,81.030968,5,99.842701,544,203.868018,81.030879,32,96.850199,NatParkBorders,3336.479848,34972487.053075,.016303,445887.225215,7895.410696,11.78397,5.8E-005,.242424,3,33,8,0,0,0,1,0,.186246464006815,-1.04314517528022,-.0859027806960936,.113601494938897,.56043526013831,-2.40164808928967E-007,1,0,0,0,0,1,0,0
94,Point,NACE132,12/15/2016,T17-5 Site 4,38.860173,-76.976437,Y,18,4.91,0.219,0.17,6.5,0.83,5.16,Y,Y,Y,Y,29.066,2.815,2304.85,1,0,0,0,0,0,1,3 Stygobromus (sent to Hobson),FORT STANTON PARK,<Null>,Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.11,19.8,.3,.4,3.99,77.8,2.9,3.6,25.9,.1,3.8,0,0,0,7.8,2.8,52.814,25.72412,6.412803,0,0,2551,74.511004,5,98.075277,105,211.742619,74.511004,32,80.436604,NatParkBorders,3336.479848,34972487.053075,.016303,445887.225215,7895.410696,11.78397,5.8E-005,.242424,3,33,8,0,0,0,1,0,.186246464006815,-1.04314517528022,-.0859027806960936,.113601494938897,.56043526013831,-2.40164808928967E-007,1,0,0,0,0,1,0,1
95,Point,NACE134,12/22/2016,T17-5- Site 6,38.860213,-76.976423,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,0,0,0,0,<Null>,FORT STANTON PARK,"Went to site 6, but not enough water to do chem. We just looked for amphipods, but we didn't find any. Revisted on 2.18.19 and collected radon.",Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.11,19.8,.3,.4,3.99,77.8,2.9,3.6,25.9,.1,3.8,0,0,0,2.8,-5,52.814,25.72412,6.412803,0,0,2551,74.511004,5,98.075277,105,211.742619,74.511004,32,80.436604,NatParkBorders,3336.479848,34972487.053075,.016303,445887.225215,7895.410696,11.78397,5.8E-005,.242424,3,33,8,0,0,0,1,0,.186246464006815,-1.04314517528022,-.0859027806960936,.113601494938897,.56043526013831,-2.40164808928967E-007,1,0,0,0,0,1,0,0
96,Point,NACE138,1/3/2017,T17-5 Site 9,38.860514,-76.975059,Y,50,8.25,0.383,0.27,54.5,6.39,6.42,Y,Y,Y,Y,-11.133,0.181,791.74,0,0,0,0,0,0,0,<Null>,FORT CIRCLE PARK,"clay layer starting at 50 cm, sandy after that almost to the surface",Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.11,19.8,.3,.4,3.99,77.8,2.9,3.6,25.9,.1,3.8,3,0,0,12.2,3.3,49.253,17.79459,3.840043,10.594779,34.402101,2237,68.274886,5,19.026598,105,110.595147,49.265764,32,12.48049,NatParkBorders,3336.479848,34972487.053075,.016303,445887.225215,7895.410696,11.78397,5.8E-005,.242424,3,33,8,0,0,0,1,0,.186246464006815,-1.04314517528022,-.0859027806960936,.113601494938897,.56043526013831,-2.40164808928967E-007,1,0,0,0,0,1,0,0
97,Point,NACE144,1/10/2017,T17-5 Site 12,38.86052,-76.97518,Y,37,0.66,0.475,0.43,88.1,12.5,7.93,Y,Y,Y,Y,-1.042,0.21,<Null>,0,0,0,0,0,0,0,<Null>,FORT CIRCLE PARK,inhabitants: insect larvae (did not collect),Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.11,19.8,.3,.4,3.99,77.8,2.9,3.6,25.9,.1,3.8,0,0,0,-5.6,-10,46.734,15.87273,6.412803,10.594779,29.099009,2237,78.532169,5,9.365437,105,116.245559,57.768567,32,5.685803,NatParkBorders,3336.479848,34972487.053075,.016303,445887.225215,7895.410696,11.78397,5.8E-005,.242424,3,33,8,0,0,0,1,0,.186246464006815,-1.04314517528022,-.0859027806960936,.113601494938897,.56043526013831,-2.40164808928967E-007,1,0,0,0,0,1,0,0
98,Point,NACE139,1/3/2017,T17-5 Site 10,38.860651,-76.975079,N,<Null>,7.73,0.394,0.29,35.6,4.22,6.03,Y,Y,Y,Y,-12.291,0.102,<Null>,0,0,0,0,0,0,0,<Null>,FORT CIRCLE PARK,"went 10 cm down, but couldn't find clay; revisted on 2.18.19 and collected radon.",Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.11,19.8,.3,.4,3.99,77.8,2.9,3.6,25.9,.1,3.8,3,0,0,12.2,3.3,45.24,20.697,3.840043,10.594879,10.594879,2237,88.443701,5,1.310491,105,95.145937,65.854034,32,26.48002,NatParkBorders,3336.479848,34972487.053075,.016303,445887.225215,7895.410696,11.78397,5.8E-005,.242424,3,33,8,0,0,0,1,0,.186246464006815,-1.04314517528022,-.0859027806960936,.113601494938897,.56043526013831,-2.40164808928967E-007,1,0,0,0,0,1,0,0
99,Point,NACE143,1/10/2017,T17-5 site 11,38.86063,-76.975202,Y,0,1.8,0.422,0.37,44.9,6.18,6.08,Y,Y,Y,Y,-13.284,0.009,2043.75,0,1,0,0,0,0,1,1 Crangonyx shoemakeri and 3 beetle larvae.,FORT CIRCLE PARK,clay on the surface. No sediment collected.,Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.11,19.8,.3,.4,3.99,77.8,2.9,3.6,25.9,.1,3.8,0,0,0,-5.6,-10,41.637,2.700173,6.412803,5.29734,0,2237,97.840176,5,11.355258,105,102.75704,75.711539,32,19.685267,NatParkBorders,3336.479848,34972487.053075,.016303,445887.225215,7895.410696,11.78397,5.8E-005,.242424,3,33,8,0,0,0,1,0,.186246464006815,-1.04314517528022,-.0859027806960936,.113601494938897,.56043526013831,-2.40164808928967E-007,1,0,0,0,0,1,0,1
100,Point,NACE136,12/29/2016,T17-5- Site 8,38.86058,-76.975314,Y,40,6.53,0.273,0.2,16.2,1.95,4.11,Y,Y,Y,N,-9.479,0.057,1283.3,0,0,0,0,0,0,0,<Null>,FORT CIRCLE PARK,<Null>,Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.11,19.8,.3,.4,3.99,77.8,2.9,3.6,25.9,.1,3.8,0,0,0,17.8,4.4,42.141,4.965878,4.24632,5.29734,5.29734,2237,102.625903,5,16.250532,105,106.753506,80.710298,32,16.287956,NatParkBorders,3336.479848,34972487.053075,.016303,445887.225215,7895.410696,11.78397,5.8E-005,.242424,3,33,8,0,0,0,1,0,.186246464006815,-1.04314517528022,-.0859027806960936,.113601494938897,.56043526013831,-2.40164808928967E-007,1,0,0,0,0,1,0,0
103,Point,NACE140,1/5/2017,T18-8 Site 1,38.861397,-76.974426,Y,15,5.37,0.461,0.36,77,9.62,6.73,Y,Y,Y,Y,-11.299,0.077,<Null>,0,0,0,0,0,0,0,<Null>,FORT CIRCLE PARK,<Null>,Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.11,19.8,.3,.4,3.99,77.8,2.9,3.6,25.9,.1,3.8,18,0,0,8.9,5.6,42.41,25.51875,3.573664,31.783934,108.50996,2891,79.828261,5,34.354764,105,20.752329,51.880176,39,13.884057,NatParkBorders,3336.479848,34972487.053075,.016303,445887.225215,7895.410696,11.78397,5.8E-005,.242424,3,33,8,0,0,0,1,0,.186246464006815,-1.04314517528022,-.0859027806960936,.113601494938897,.56043526013831,-2.40164808928967E-007,1,0,0,0,0,1,0,0
104,Point,NACE142,1/10/2017,T18-8 Site 2,38.861449,-76.974781,Y,18,4.33,0.572,0.46,36.5,4.72,8.32,Y,Y,Y,Y,-10.141,0.448,<Null>,0,0,0,0,0,0,0,<Null>,FORT CIRCLE PARK,<Null>,Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.11,19.8,.3,.4,3.99,77.8,2.9,3.6,25.9,.1,3.8,0,0,0,-5.6,-10,40.458,5.891509,3.774792,31.783934,86.004745,2891,111.611852,5,3.570487,105,43.802516,83.443851,39,41.55249,NatParkBorders,3336.479848,34972487.053075,.016303,445887.225215,7895.410696,11.78397,5.8E-005,.242424,3,33,8,0,0,0,1,0,.186246464006815,-1.04314517528022,-.0859027806960936,.113601494938897,.56043526013831,-2.40164808928967E-007,1,0,0,0,0,1,0,0
105,Point,NACE157,3/27/2017,T17-4 Site 14,38.861486,-76.976892,N,<Null>,10.16,0.231,0.16,75,8.59,5.39,Y,Y,Y,N,62.813,1.225,1255.56,0,0,0,0,0,0,0,<Null>,FORT STANTON PARK,"At a depth of 22cm the core reached rock/impermeable layer. Above this barrier was organic matter, sand and rocks. The flow may be from a municipal leak and in comparison to other sites, there are less blackened leaves.",Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.11,19.8,.3,.4,3.99,77.8,2.9,3.6,25.9,.1,3.8,0,0,0,26.1,7.2,72.529,13.19935,3.733053,58.724675,137.778999,2551,72.83294,5,162.094631,105,214.98467,50.792613,35,.321608,NatParkBorders,3336.479848,34972487.053075,.016303,445887.225215,7895.410696,11.78397,5.8E-005,.242424,3,33,8,0,0,0,1,0,.186246464006815,-1.04314517528022,-.0859027806960936,.113601494938897,.56043526013831,-2.40164808928967E-007,1,0,0,0,0,1,0,0
106,Point,NACE145,1/23/2017,T17-4 Site 2,38.861824,-76.977297,Y,0,7.26,0.194,0.14,42.4,5.09,5.5,Y,Y,Y,Y,8.553,1.03,<Null>,0,0,0,0,0,0,0,<Null>,FORT STANTON PARK,Clay on the surface.,Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.11,19.8,.3,.4,3.99,77.8,2.9,3.6,25.9,.1,3.8,.3,0,0,9.4,7.2,73.602,12.87471,3.958334,58.724675,166.372879,2551,86.807179,5,212.737995,105,263.414325,78.604074,37,3.406709,NatParkBorders,3336.479848,34972487.053075,.016303,445887.225215,7895.410696,11.78397,5.8E-005,.242424,3,33,8,0,0,0,1,0,.186246464006815,-1.04314517528022,-.0859027806960936,.113601494938897,.56043526013831,-2.40164808928967E-007,1,0,0,0,0,1,0,0
107,Point,NACE159,4/10/2017,T18-8 Site 3,38.862148,-76.973937,N,<Null>,15.81,0.363,0.31,17.5,1.69,6.93,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,0,0,0,0, ,FORT CIRCLE PARK,No clay down 32 cm.,Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.11,19.8,.3,.4,3.99,77.8,2.9,3.6,25.9,.1,3.8,0,0,0,18.3,2.8,46.201,2.25177,6.412803,43.648352,132.432479,2891,56.626762,5,35.538844,105,95.910481,30.287735,39,5.726181,NatParkBorders,3336.479848,34972487.053075,.016303,445887.225215,7895.410696,11.78397,5.8E-005,.242424,3,33,8,0,0,0,1,0,.186246464006815,-1.04314517528022,-.0859027806960936,.113601494938897,.56043526013831,-2.40164808928967E-007,1,0,0,0,0,1,0,0
108,Point,NACE137,12/29/2016,T17-4 site 1,38.862087,-76.975373,Y,20,6.45,0.057,0.04,14.2,1.74,4.72,Y,Y,Y,N,-14.938,-0.006,1023.74,0,0,0,0,0,0,0,<Null>,FORT CIRCLE PARK,<Null>,Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.11,19.8,.3,.4,3.99,77.8,2.9,3.6,25.9,.1,3.8,0,0,0,17.8,4.4,37.409,7.455325,6.412803,0,0,35618,86.98029,5,64.170684,105,126.887204,81.237627,40,76.737583,NatParkBorders,3336.479848,34972487.053075,.016303,445887.225215,7895.410696,11.78397,5.8E-005,.242424,3,33,8,0,0,0,1,0,.186246464006815,-1.04314517528022,-.0859027806960936,.113601494938897,.56043526013831,-2.40164808928967E-007,1,0,0,0,0,1,0,0
109,Point,NACE148,2/6/2017,T17-4-Site5,38.86208,-76.975427,N,<Null>,6.1,0.06,0.04,40.2,4.9,7.62,Y,N,Y,Y,-17.254,0.236,17.41,0,0,1,0,0,0,1,Caecidotea kenki? Ovigerous,FORT CIRCLE PARK,isopod collected. No clay-55 cm down all sandy.,Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.11,19.8,.3,.4,3.99,77.8,2.9,3.6,25.9,.1,3.8,0,0,0,3.9,-4.4,37.409,7.455325,6.412803,0,0,35618,86.98029,5,64.170684,105,126.887204,81.237627,40,76.737583,NatParkBorders,3336.479848,34972487.053075,.016303,445887.225215,7895.410696,11.78397,5.8E-005,.242424,3,33,8,0,0,0,1,0,.186246464006815,-1.04314517528022,-.0859027806960936,.113601494938897,.56043526013831,-2.40164808928967E-007,1,0,0,0,0,1,0,1
110,Point,NACE160,4/10/2017,T18-8 Site 4,38.862449,-76.973714,Y,17,15.51,0.046,0.03,46.5,4.64,6.04,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,0,0,0,0,<Null>,FORT CIRCLE PARK,<Null>,Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.11,19.8,.3,.4,3.99,77.8,2.9,3.6,25.9,.1,3.8,0,0,0,18.3,2.8,44.601,1.858173,6.686457,25.801235,153.794037,2891,72.976772,5,12.845918,105,139.505935,44.657381,39,11.899222,NatParkBorders,3336.479848,34972487.053075,.016303,445887.225215,7895.410696,11.78397,5.8E-005,.242424,3,33,8,0,0,0,1,0,.186246464006815,-1.04314517528022,-.0859027806960936,.113601494938897,.56043526013831,-2.40164808928967E-007,1,0,0,0,0,1,0,0
111,Point,NACE162,4/10/2017,T18-8 Site 5,38.862762,-76.97349,N,<Null>,15.34,0.638,0.39,61.6,6.17,5.82,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,0,0,0,0,<Null>,FORT CIRCLE PARK,No clay down 72 cm.,Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.11,19.8,.3,.4,3.99,77.8,2.9,3.6,25.9,.1,3.8,0,0,0,18.3,2.8,44.354,7.552101,3.958334,25.801235,175.171793,2301,62.259503,5,12.299388,105,164.628346,48.649461,39,8.068712,NatParkBorders,3336.479848,34972487.053075,.016303,445887.225215,7895.410696,11.78397,5.8E-005,.242424,3,33,8,0,0,0,1,0,.186246464006815,-1.04314517528022,-.0859027806960936,.113601494938897,.56043526013831,-2.40164808928967E-007,1,0,0,0,0,1,0,0
112,Point,NACE151,2/21/2017,T17-4 Site 8,38.862916,-76.976108,Y,30,9.22,0.169,0.12,16.7,2,6.92,Y,N,Y,N,-14.277,0.17,309.23,0,0,0,0,0,0,0,Collected a beetle larvae.,FORT CIRCLE PARK,<Null>,Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.11,19.8,.3,.4,3.99,77.8,2.9,3.6,25.9,.1,3.8,0,0,0,21.1,4.4,34.978,30.65696,3.840043,0,66.773523,35618,27.936588,5,156.596877,105,227.560346,27.936522,40,25.824369,NatParkBorders,3336.479848,34972487.053075,.016303,445887.225215,7895.410696,11.78397,5.8E-005,.242424,3,33,8,0,0,0,1,0,.186246464006815,-1.04314517528022,-.0859027806960936,.113601494938897,.56043526013831,-2.40164808928967E-007,1,0,0,0,0,1,0,0
113,Point,NACE156,3/27/2017,T17-4 Site 13,38.862914,-76.976113,Y,15,10.79,0.264,0.17,5,0.56,7.26,Y,N,Y,N,-14.607,0.171,658.05,0,0,0,0,0,0,0,<Null>,FORT CIRCLE PARK,Pellicule present,Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.11,19.8,.3,.4,3.99,77.8,2.9,3.6,25.9,.1,3.8,0,0,0,26.1,7.2,34.978,30.65696,3.840043,0,66.773523,35618,27.936588,5,156.596877,105,227.560346,27.936522,40,25.824369,NatParkBorders,3336.479848,34972487.053075,.016303,445887.225215,7895.410696,11.78397,5.8E-005,.242424,3,33,8,0,0,0,1,0,.186246464006815,-1.04314517528022,-.0859027806960936,.113601494938897,.56043526013831,-2.40164808928967E-007,1,0,0,0,0,1,0,0
114,Point,NACE150,2/21/2017,T17-4 Site7,38.863016,-76.976184,Y,15,8.55,0.147,0.1,90,10.3,5.29,Y,N,Y,N,-3.855,0.231,174.97,0,0,0,0,0,0,0,<Null>,FORT CIRCLE PARK,<Null>,Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.11,19.8,.3,.4,3.99,77.8,2.9,3.6,25.9,.1,3.8,0,0,0,21.1,4.4,35.608,14.23578,2.900574,20.326161,42.286262,35618,23.016849,5,181.697441,105,253.352112,22.117281,40,16.944974,NatParkBorders,3336.479848,34972487.053075,.016303,445887.225215,7895.410696,11.78397,5.8E-005,.242424,3,33,8,0,0,0,1,0,.186246464006815,-1.04314517528022,-.0859027806960936,.113601494938897,.56043526013831,-2.40164808928967E-007,1,0,0,0,0,1,0,0
115,Point,NACE149,2/21/2017,T17-4 Site 6,38.863301,-76.976281,Y,0,7.94,0.207,0.15,70.9,8.5,5.94,Y,N,Y,N,-13.78,0.299,309.23,0,0,0,0,0,0,0,<Null>,FORT CIRCLE PARK,<Null>,Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.11,19.8,.3,.4,3.99,77.8,2.9,3.6,25.9,.1,3.8,0,0,0,21.1,4.4,35.355,17.93018,6.412803,0,37.080491,35618,23.679524,5,194.458525,105,269.347572,21.561428,40,.320475,NatParkBorders,3336.479848,34972487.053075,.016303,445887.225215,7895.410696,11.78397,5.8E-005,.242424,3,33,8,0,0,0,1,0,.186246464006815,-1.04314517528022,-.0859027806960936,.113601494938897,.56043526013831,-2.40164808928967E-007,1,0,0,0,0,1,0,0
116,Point,NACE155,3/20/2017,T17-4 Site 12,38.863227,-76.976287,Y,25,6.12,0.096,0.07,37.8,4.66,5.71,Y,N,Y,N,-4.19,0.372,780.83,0,0,0,0,0,0,0,<Null>,FORT CIRCLE PARK,"There was a lot of organic matter up to 25cm deep and then the sediment changed to a white/grey clay, then orange and sandy clay at 65cm. The core reached a depth of  70cm.",Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.11,19.8,.3,.4,3.99,77.8,2.9,3.6,25.9,.1,3.8,17.3,0,0,15.6,2.8,35.355,17.93018,6.412803,0,37.080491,35618,23.679524,5,194.458525,105,269.347572,21.561428,40,.320475,NatParkBorders,3336.479848,34972487.053075,.016303,445887.225215,7895.410696,11.78397,5.8E-005,.242424,3,33,8,0,0,0,1,0,.186246464006815,-1.04314517528022,-.0859027806960936,.113601494938897,.56043526013831,-2.40164808928967E-007,1,0,0,0,0,1,0,0
117,Point,NACE147,2/6/2017,T17-4 Site 4,38.863254,-76.976385,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Y,N,Y,N,<Null>,<Null>,103.35,0,0,0,0,0,0,0,<Null>,FORT CIRCLE PARK,no water chemisty (not enoug water). Went 10 cm down- all sandy,Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.11,19.8,.3,.4,3.99,77.8,2.9,3.6,25.9,.1,3.8,0,0,0,3.9,-4.4,34.097,14.9242,3.016525,0,21.188868,35618,38.483773,5,206.797877,105,279.145486,36.820821,40,8.065747,NatParkBorders,3336.479848,34972487.053075,.016303,445887.225215,7895.410696,11.78397,5.8E-005,.242424,3,33,8,0,0,0,1,0,.186246464006815,-1.04314517528022,-.0859027806960936,.113601494938897,.56043526013831,-2.40164808928967E-007,1,0,0,0,0,1,0,0
118,Point,NACE154,3/20/2017,T17-4 Site 11,38.863236,-76.97639,Y,2,6.68,0.145,0.11,55.9,6.86,4.98,Y,Y,Y,N,-2.035,0.306,413.35,0,0,0,0,0,0,0,<Null>,FORT CIRCLE PARK,<Null>,Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.11,19.8,.3,.4,3.99,77.8,2.9,3.6,25.9,.1,3.8,17.3,0,0,15.6,2.8,34.097,14.9242,3.016525,0,21.188868,35618,38.483773,5,206.797877,105,279.145486,36.820821,40,8.065747,NatParkBorders,3336.479848,34972487.053075,.016303,445887.225215,7895.410696,11.78397,5.8E-005,.242424,3,33,8,0,0,0,1,0,.186246464006815,-1.04314517528022,-.0859027806960936,.113601494938897,.56043526013831,-2.40164808928967E-007,1,0,0,0,0,1,0,0
